"Instrument","CF_NAME","CF_BID","CF_DATE","GEN_TEXT16","ROW80_1","ROW80_2","GN_TXT16_2","GN_TXT16_4","ROW80_3","Location","octAvg","janAvg"
"SOYBMFAMYL-C1","SOYB MOMYL SPOT ","-0.36","2020-03-06","Consumers Oil   ","Consumers Oil                                                                   ","221 N Depot                                                                     ","Maryville       ","Soybeans        ","""Maryville, MO - 64468.  Phone - 660-5822-106""                                  ","SOYB MO Maryvill",-0.777727272727273,-0.5045
"SOYBMFAODS-C1","SOYB MOODS SPOT ","-0.3","2020-03-06","MFA             ","MFA                                                                             ","111 NW RailRoad St                                                              ","Odessa          ","Soybeans        ","""Odessa, MO - 64076.  Phone - 816-6335-591""                                     ","SOYB MO Odessa  ",-0.649545454545455,-0.378095238095238
"SOYBMFAPBG-C1","SOYB MOPBG SPOT ","-0.4","2020-03-06","MFA             ","MFA                                                                             ","-                                                                               ","Pattonsburg     ","Soybeans        ","""Pattonsburg, MO - 64670.  Phone - 660-6633-221""                                ","SOYB MO Pattonsb",-0.759090909090909,-0.545238095238095
"SOYBMFASBU-C1","SOYB MOSBU SPOT ",NA,NA,"MFA             ","MFA                                                                             ","304 W Front St                                                                  ","Salisbury       ","Soybeans        ","""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ","SOYB MO Salisbur",-0.609090909090909,NA
"SOYBMFASHE-C1","SOYB MOSHE SPOT ","-0.25","2020-03-06","MFA             ","MFA                                                                             ","200 W Chestnut                                                                  ","Shelbina        ","Soybeans        ","""Shelbina, MO - 63468.  Phone - 573-5887-847""                                   ","SOYB MO Shelbina",-0.494545454545455,-0.307142857142857
"SOYBMFASTS-C1","SOYB MOSTS SPOT ","-0.3","2020-03-05","MFA             ","MFA                                                                             ","125 Lexington Ave                                                               ","Sweet Springs   ","Soybeans        ","""Sweet Springs, MO - 65351.  Phone - 660-3356-355""                              ","SOYB MO SweetSpr",-0.634090909090909,-0.40952380952381
"SOYBMFATNT-C1","SOYB MOTNT SPOT ","-0.45","2020-03-06","MFA             ","MFA                                                                             ","3031 Pleasant Pln                                                               ","Trenton         ","Soybeans        ","""Trenton, MO - 64683.  Phone - 660-3592-297""                                    ","SOYB MO Trenton ",-0.804545454545455,-0.45
"SOYBMFAUNV-C1","SOYB MOUNV SPOT ","-0.7","2020-03-06","MFA             ","MFA                                                                             ","-                                                                               ","Unionville      ","Soybeans        ","""Unionville, MO - 63565.  Phone - 660-9472-256""                                 ","SOYB MO Unionvil",-1.05363636363636,-0.849047619047619
"SOYBMFAVND-C1","SOYB MOVND SPOT ","-0.13","2020-03-06","MFA             ","MFA                                                                             ","411 W State St                                                                  ","Vandalia        ","Soybeans        ","""Vandalia, MO - 63382.  Phone - 573-5946-415""                                   ","SOYB MO Vandalia",-0.58,-0.214761904761905
"SOYBMGBSCT-C1","SOYB MOSCT SPOT ","0","2020-03-06","Midwest Grain   ","Midwest Grain and Barge                                                         ","179 Rushing Rd                                                                  ","Scott City      ","Soybeans        ","""Scott City, MO - 63780.  Phone - 573-6510-988""                                 ","SOYB MO ScottCit",-0.204545454545455,0.0357142857142857
"SOYBMLBCHL-C1","SOYB MOCHL SPOT ","-0.41","2020-03-06","Milbank Mills   ","Milbank Mills                                                                   ","1 N Brunswick St                                                                ","Chillicothe     ","Soybeans        ","""Chillicothe, MO - 64601.  Phone - 660-6460-183""                                ","SOYB MO Chillico",-0.826818181818182,-0.603333333333333
"SOYBMWIDRF-C1","SOYB MODRF SPOT ","-0.29","2020-03-06","Midwest Fert Inc","Midwest Fertilizer Inc                                                          ","201 S Walnut                                                                    ","Deerfield       ","Soybeans        ","""Deerfield, MO - 64741.  Phone - 417-9667-303""                                  ","SOYB MO Deerfiel",-0.734090909090909,-0.593809523809524
"SOYBMWIDRZ-C1","SOYB MODRZ SPOT ","-0.5","2020-03-06","Midwest Fert Inc","Midwest Fertilizer Inc                                                          ","123 W. Main                                                                     ","Drexel          ","Soybeans        ","""Drexel, MO - 64742.  Phone - 816-6572-111""                                     ","SOYB MO Drexel  ",-0.876363636363636,-0.619523809523809
"SOYBMWIHRW-C1","SOYB MOHRW SPOT ","-0.38","2020-03-06","Midwest Fert Inc","Midwest Fertilizer Inc                                                          ","172 S. Brown St                                                                 ","Harwood         ","Soybeans        ","""Harwood, MO - 64750.  Phone - 417-4323-193""                                    ","SOYB MO Harwood ",-0.791818181818182,-0.683809523809524
"SOYBMWIMEZ-C1","SOYB MOMEZ SPOT ","-0.3","2020-03-06","Midwest Fert Inc","Midwest Fertilizer Inc                                                          ","154 S. Main                                                                     ","Metz            ","Soybeans        ","""Metz, MO - 64765.  Phone - 417-4843-212""                                       ","SOYB MO Metz    ",-0.731818181818182,-0.603809523809524
"SOYBNACVRS-C1","SOYB MOVRS SPOT ",NA,NA,"NutraAg LLC     ","NutraAg LLC                                                                     ","12747 Market Road                                                               ","Versailles      ","Soybeans        ","""Versailles, MO - 65084.  Phone - 573-3782-800""                                 ","SOYB MO Versaill",-0.704545454545454,-0.513333333333333
"SOYBOFSORK-C1","SOYB MOORK SPOT ","-0.3","2020-03-06","OrrickFarmServ  ","Orrick Farm Service                                                             ","208 E N Front St                                                                ","Orrick          ","Soybeans        ","""Orrick, MO - 64077.  Phone - 816-4963-322""                                     ","SOYB MO Orrick  ",-0.638181818181818,-0.378095238095238
"SOYBPGVPLG-C1","SOYB MOPLG SPOT ","-0.3","2020-03-06","Pilot Grove Coop","Pilot Grove Coop                                                                ","12302 Highway 135                                                               ","Pilot Grove     ","Soybeans        ","""Pilot Grove, MO - 65276.  Phone - 660-8345-412""                                ","SOYB MO PilotGro",-0.606818181818182,-0.45
"SOYBPHCPHM-C1","SOYB MOPHM SPOT ","-0.3","2020-03-06","PrairieHomeCoop ","Prairie Home Coop                                                               ","9238 Highway 87                                                                 ","Prairie Home    ","Soybeans        ","""Prairie Home, MO - 65068.  Phone - 660-8415-276""                               ","SOYB MO PrairieH",-0.619545454545455,-0.474761904761905
"SOYBPSFCFE-C1","SOYB MOCFE SPOT ","-0.78","2020-03-06","MB Grain        ","MB Grain                                                                        ","18115 State Hwy B                                                               ","Pattonsburg     ","Soybeans        ","""Pattonsburg, MO - 64670.  Phone - 660-7487-270""                                ","SOYB MO Patnsbrg",NA,-0.78
"SOYBRCGBRU-C1","SOYB MOBRU SPOT ","-0.3","2020-03-06","RayCarrollGrain ","Ray Carroll Grain                                                               ","17149 Hwy 24                                                                    ","Brunswick       ","Soybeans        ","""Brunswick, MO - 65236.  Phone - 660-5483-131""                                  ","SOYB MO Brunswic",NA,-0.397142857142857
"SOYBRCGCAR-C1","SOYB MOCAR SPOT ","-0.3","2020-03-06","RayCarrollGrain ","Ray Carroll Grain                                                               ","26274 Hwy 24                                                                    ","Carrollton      ","Soybeans        ","""Carrollton, MO - 64633.  Phone - 660-5422-745""                                 ","SOYB MO Carrollt",NA,-0.397142857142857
"SOYBRCGCAR2-C1","SOYB MOCA2 SPOT ","-0.4","2020-03-06","RayCarrollGrain ","Ray Carroll Grain                                                               ","30537 CR 308                                                                    ","Carrollton      ","Soybeans        ","""Carrollton, MO - 64687.  Phone - 660-5422-412""                                 ","SOYB MO Carroll2",NA,-0.497142857142857
"SOYBRCGDER-C1","SOYB MODER SPOT ","-0.3","2020-03-06","RayCarrollGrain ","Ray Carroll Grain                                                               ","-                                                                               ","Corder          ","Soybeans        ","""Corder, MO - 64021.  Phone - 660-5422-745""                                     ","SOYB MO Corder  ",NA,-0.397142857142857
"SOYBRCGHAR-C1","SOYB MOHAR SPOT ","-0.3","2020-03-06","RayCarrollGrain ","Ray Carroll Grain                                                               ","202 E Main                                                                      ","Hardin          ","Soybeans        ","""Hardin, MO - 64035.  Phone - 660-3984-388""                                     ","SOYB MO Hardin  ",NA,-0.397142857142857
"SOYBRCGNRB-C1","SOYB MONRB SPOT ","-0.3","2020-03-06","RayCarrollGrain ","Ray Carroll Grain                                                               ","101 S Cherry St                                                                 ","Norborne        ","Soybeans        ","""Norborne, MO - 64668.  Phone - 660-5933-326""                                   ","SOYB MO Norborne",NA,-0.397142857142857
"SOYBRCGSLT-C1","SOYB MOSLT SPOT ","-0.3","2020-03-06","RayCarrollGrain ","Ray Carroll Grain                                                               ","Route 2 Box 4A                                                                  ","Slater          ","Soybeans        ","""Slater, MO - 65349.  Phone - 660-5292-676""                                     ","SOYB MO Slater  ",NA,-0.397142857142857
"SOYBRCGSMN-C1","SOYB MOSMN SPOT ","-0.4","2020-03-06","RayCarrollGrain ","Ray Carroll Grain                                                               ","317 Centre St                                                                   ","Sumner          ","Soybeans        ","""Sumner, MO - 64681.  Phone - 660-8563-535""                                     ","SOYB MO Sumner  ",NA,-0.497142857142857
"SOYBRHFHRL-C1","SOYB MOHRL SPOT ","-0.45","2020-03-06","RothHerefordFarm","Roth Hereford Farms                                                             ","-                                                                               ","Harrisonville   ","Soybeans        ","""Harrisonville, MO - 64701.  Phone - 660-6942-569""                              ","SOYB MO Harrison",-0.781363636363636,-0.550476190476191
"SOYBSCCCIV-C1","SOYB MOCIV SPOT ","-0.52","2020-03-06","SouthCentralCoop","South Central Coop                                                              ","1301 Main St                                                                    ","Cainsville      ","Soybeans        ","""Cainsville, MO - 64632.  Phone - 660-8935-218""                                 ","SOYB MO Cainsvil",-0.903809523809524,-0.63
"SOYBSCGADR-C1","SOYB ADRMO SPOT ","-0.3","2020-03-06","Scoular Grain   ","Scoular Grain                                                                   ","15 Quail Run                                                                    ","Adrian          ","Soybeans        ","""Adrian, MO - 64720.  Phone - 816-3807-153""                                     ","SOYB MO Adrian  ",-0.814285714285714,-0.580714285714286
"SOYBSFSLIB-C1","SOYB MOLIB SPOT ",NA,NA,"SeedandFarmSup  ","Seed and Farm Supply                                                            ","1246 W Highway K                                                                ","Liberal         ","Soybeans        ","""Liberal, MO - 64762.  Phone - 417-8436-465""                                    ","SOYB MO Liberal ",NA,NA
"SOYBSFSWAC-C1","SOYB MOWAC SPOT ",NA,NA,"SeedandFarmSup  ","Seed and Farm Supply                                                            ","375 Main St                                                                     ","Waco            ","Soybeans        ","""Waco, MO - 64832.  Phone - 417-6426-123""                                       ","SOYB MO Waco    ",NA,NA
"SOYBSLCHRL-C1","SOYB MOHRL SPOT ","-0.3","2020-03-06","Scoular Grain   ","Scoular Grain                                                                   ","1209 Industrial Blvd                                                            ","Harrisonville   ","Soybeans        ","""Harrisonville, MO - 64701.  Phone - 816-3807-153""                              ","SOYB MO Harrison",-0.814285714285714,-0.579230769230769
"SOYBURSCNT-C1","SOYB MOCNT SPOT ","-0.08","2020-03-06","UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","307 Elm Street                                                                  ","Canton          ","Soybeans        ","""Canton, MO - 63435.  Phone - 573-2880-311""                                     ","SOYB MO Canton  ",-0.277272727272727,-0.131428571428571
"SOYBURSWYL-C1","SOYB MOWYL SPOT ","-0.17","2020-03-06","UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","112 W Des Moines St                                                             ","Wayland         ","Soybeans        ","""Wayland, MO - 63472.  Phone - 660-7546-417""                                    ","SOYB MO Wayland ",-0.353181818181818,-0.145714285714286
"SOYBWCAADR-C1","SOYB MOADR SPOT ","-0.3","2020-03-06","West Central Ag ","West Central Ag                                                                 ","S71 Hwy                                                                         ","Adrian          ","Soybeans        ","""Adrian, MO - 64720.  Phone - 816-2974-518""                                     ","SOYB MO Adrian  ",-0.777272727272727,-0.552380952380952
"SOYBWCACIL-C1","SOYB MOCIL SPOT ","-0.3","2020-03-06","West Central Ag ","West Central Ag                                                                 ","209 E Barnum Ave                                                                ","Chilhowee       ","Soybeans        ","""Chilhowee, MO - 64733.  Phone - 816-2974-518""                                  ","SOYB MO Chilhowe",-0.8,-0.476190476190476
"SOYBWCACNV-C1","SOYB MOCNV SPOT ","-0.3","2020-03-06","West Central Ag ","West Central Ag                                                                 ","S Graham St                                                                     ","Centerview      ","Soybeans        ","""Centerview, MO - 64019.  Phone - 800-8216-345""                                 ","SOYB MO Centervi",-0.8,-0.476190476190476
