Instrument,CF_NAME,CF_BID,CF_DATE,GEN_TEXT16,ROW80_1,ROW80_2,GN_TXT16_2,GN_TXT16_4,ROW80_3,Location
CORNMFAFYT-H,CORN MOFYT MAR20,NA,NA,MFA             ,MFA                                                                             ,111 Armstrong St                                                                ,Fayette         ,Corn            ,"""Fayette, MO - 65248.  Phone - 660-2483-303""                                    ",CORN MO Fayette 
CORNMFAFYT-J,CORN MOFYT APR20,NA,NA,MFA             ,MFA                                                                             ,111 Armstrong St                                                                ,Fayette         ,Corn            ,"""Fayette, MO - 65248.  Phone - 660-2483-303""                                    ",CORN MO Fayette 
CORNMFAFYT-K,CORN MOFYT MAY20,NA,NA,MFA             ,MFA                                                                             ,111 Armstrong St                                                                ,Fayette         ,Corn            ,"""Fayette, MO - 65248.  Phone - 660-2483-303""                                    ",CORN MO Fayette 
CORNMFAFYT-M,CORN MOFYT JUN20,NA,NA,MFA             ,MFA                                                                             ,111 Armstrong St                                                                ,Fayette         ,Corn            ,"""Fayette, MO - 65248.  Phone - 660-2483-303""                                    ",CORN MO Fayette 
CORNMFAFYT-N,CORN MOFYT JUL20,NA,NA,MFA             ,MFA                                                                             ,111 Armstrong St                                                                ,Fayette         ,Corn            ,"""Fayette, MO - 65248.  Phone - 660-2483-303""                                    ",CORN MO Fayette 
CORNMFAFYT-Q,CORN MOFYT AUG20,NA,NA,MFA             ,MFA                                                                             ,111 Armstrong St                                                                ,Fayette         ,Corn            ,"""Fayette, MO - 65248.  Phone - 660-2483-303""                                    ",CORN MO Fayette 
CORNMFAFYT-U,CORN MOFYT SEP20,NA,NA,MFA             ,MFA                                                                             ,111 Armstrong St                                                                ,Fayette         ,Corn            ,"""Fayette, MO - 65248.  Phone - 660-2483-303""                                    ",CORN MO Fayette 
CORNMFAFYT-V,CORN MOFYT OCT20,-0.35,2/27/2020,MFA             ,MFA                                                                             ,111 Armstrong St                                                                ,Fayette         ,Corn            ,"""Fayette, MO - 65248.  Phone - 660-2483-303""                                    ",CORN MO Fayette 
CORNMFAFYT-X,CORN MOFYT NOV20,NA,NA,MFA             ,MFA                                                                             ,111 Armstrong St                                                                ,Fayette         ,Corn            ,"""Fayette, MO - 65248.  Phone - 660-2483-303""                                    ",CORN MO Fayette 
CORNMFAFYT-Z,CORN MOFYT DEC20,NA,NA,MFA             ,MFA                                                                             ,111 Armstrong St                                                                ,Fayette         ,Corn            ,"""Fayette, MO - 65248.  Phone - 660-2483-303""                                    ",CORN MO Fayette 
CORNMFAFYT-F,CORN MOFYT JAN21,NA,NA,MFA             ,MFA                                                                             ,111 Armstrong St                                                                ,Fayette         ,Corn            ,"""Fayette, MO - 65248.  Phone - 660-2483-303""                                    ",CORN MO Fayette 
CORNCRGFRC-C1,CORN MOFRC SPOT ,-0.2,2/27/2020,Cargill         ,Cargill                                                                         ,26949 Holt 290 Rd                                                               ,Forest City     ,Corn            ,"""Forest City, MO - 64451.  Phone - 660-4463-311""                                ",CORN MO ForestCt
CORNCRGFRC-G,CORN MOFRC FEB20,-0.2,2/27/2020,Cargill         ,Cargill                                                                         ,26949 Holt 290 Rd                                                               ,Forest City     ,Corn            ,"""Forest City, MO - 64451.  Phone - 660-4463-311""                                ",CORN MO ForestCt
CORNCRGFRC-H,CORN MOFRC MAR20,-0.2,2/27/2020,Cargill         ,Cargill                                                                         ,26949 Holt 290 Rd                                                               ,Forest City     ,Corn            ,"""Forest City, MO - 64451.  Phone - 660-4463-311""                                ",CORN MO ForestCt
CORNCRGFRC-J,CORN MOFRC APR20,-0.27,2/27/2020,Cargill         ,Cargill                                                                         ,26949 Holt 290 Rd                                                               ,Forest City     ,Corn            ,"""Forest City, MO - 64451.  Phone - 660-4463-311""                                ",CORN MO ForestCt
CORNCRGFRC-K,CORN MOFRC MAY20,-0.25,2/27/2020,Cargill         ,Cargill                                                                         ,26949 Holt 290 Rd                                                               ,Forest City     ,Corn            ,"""Forest City, MO - 64451.  Phone - 660-4463-311""                                ",CORN MO ForestCt
CORNCRGFRC-M,CORN MOFRC JUN20,-0.25,2/27/2020,Cargill         ,Cargill                                                                         ,26949 Holt 290 Rd                                                               ,Forest City     ,Corn            ,"""Forest City, MO - 64451.  Phone - 660-4463-311""                                ",CORN MO ForestCt
CORNCRGFRC-N,CORN MOFRC JUL20,-0.23,2/27/2020,Cargill         ,Cargill                                                                         ,26949 Holt 290 Rd                                                               ,Forest City     ,Corn            ,"""Forest City, MO - 64451.  Phone - 660-4463-311""                                ",CORN MO ForestCt
CORNCRGFRC-Q,CORN MOFRC AUG20,-0.23,2/27/2020,Cargill         ,Cargill                                                                         ,26949 Holt 290 Rd                                                               ,Forest City     ,Corn            ,"""Forest City, MO - 64451.  Phone - 660-4463-311""                                ",CORN MO ForestCt
CORNCRGFRC-U,CORN MOFRC SEP20,NA,NA,Cargill         ,Cargill                                                                         ,26949 Holt 290 Rd                                                               ,Forest City     ,Corn            ,"""Forest City, MO - 64451.  Phone - 660-4463-311""                                ",CORN MO ForestCt
CORNCRGFRC-V,CORN MOFRC OCT20,-0.35,2/27/2020,Cargill         ,Cargill                                                                         ,"Forest City, MO - 64451                                                         ",Forest City     ,Corn            ,"""Forest City, MO - 64451.  Phone - 660-4463-311""                                ",CORN MO ForestCt
CORNCRGFRC-X,CORN MOFRC NOV20,NA,NA,Cargill         ,Cargill                                                                         ,26949 Holt 290 Rd                                                               ,Forest City     ,Corn            ,"""Forest City, MO - 64451.  Phone - 660-4463-311""                                ",CORN MO ForestCt
CORNCRGFRC-Z,CORN MOFRC DEC20,NA,NA,Cargill         ,Cargill                                                                         ,26949 Holt 290 Rd                                                               ,Forest City     ,Corn            ,"""Forest City, MO - 64451.  Phone - 660-4463-311""                                ",CORN MO ForestCt
CORNCRGFRC-F,CORN MOFRC JAN21,NA,NA,Cargill         ,Cargill                                                                         ,26949 Holt 290 Rd                                                               ,Forest City     ,Corn            ,"""Forest City, MO - 64451.  Phone - 660-4463-311""                                ",CORN MO ForestCt
CORNHADGMC-C1,CORN MOGMC SPOT ,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,151 Broadway Ave                                                                ,Gilman City     ,Corn            ,"""Gilman City, MO - 64642.  Phone - 660-8765-812""                                ",CORN MO GilmanCi
CORNHADGMC-G,CORN MOGMC FEB20,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,151 Broadway Ave                                                                ,Gilman City     ,Corn            ,"""Gilman City, MO - 64642.  Phone - 660-8765-812""                                ",CORN MO GilmanCi
CORNHADGMC-H,CORN MOGMC MAR20,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,151 Broadway Ave                                                                ,Gilman City     ,Corn            ,"""Gilman City, MO - 64642.  Phone - 660-8765-812""                                ",CORN MO GilmanCi
CORNHADGMC-J,CORN MOGMC APR20,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,151 Broadway Ave                                                                ,Gilman City     ,Corn            ,"""Gilman City, MO - 64642.  Phone - 660-8765-812""                                ",CORN MO GilmanCi
CORNHADGMC-K,CORN MOGMC MAY20,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,151 Broadway Ave                                                                ,Gilman City     ,Corn            ,"""Gilman City, MO - 64642.  Phone - 660-8765-812""                                ",CORN MO GilmanCi
CORNHADGMC-M,CORN MOGMC JUN20,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,151 Broadway Ave                                                                ,Gilman City     ,Corn            ,"""Gilman City, MO - 64642.  Phone - 660-8765-812""                                ",CORN MO GilmanCi
CORNHADGMC-N,CORN MOGMC JUL20,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,151 Broadway Ave                                                                ,Gilman City     ,Corn            ,"""Gilman City, MO - 64642.  Phone - 660-8765-812""                                ",CORN MO GilmanCi
CORNHADGMC-Q,CORN MOGMC AUG20,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,151 Broadway Ave                                                                ,Gilman City     ,Corn            ,"""Gilman City, MO - 64642.  Phone - 660-8765-812""                                ",CORN MO GilmanCi
CORNHADGMC-U,CORN MOGMC SEP20,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,151 Broadway Ave                                                                ,Gilman City     ,Corn            ,"""Gilman City, MO - 64642.  Phone - 660-8765-812""                                ",CORN MO GilmanCi
CORNHADGMC-V,CORN MOGMC OCT20,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,"Gilman City, MO - 64642                                                         ",Gilman City     ,Corn            ,"""Gilman City, MO - 64642.  Phone - 660-8765-812""                                ",CORN MO GilmanCi
CORNHADGMC-X,CORN MOGMC NOV20,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,151 Broadway Ave                                                                ,Gilman City     ,Corn            ,"""Gilman City, MO - 64642.  Phone - 660-8765-812""                                ",CORN MO GilmanCi
CORNHADGMC-Z,CORN MOGMC DEC20,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,151 Broadway Ave                                                                ,Gilman City     ,Corn            ,"""Gilman City, MO - 64642.  Phone - 660-8765-812""                                ",CORN MO GilmanCi
CORNHADGMC-F,CORN MOGMC JAN21,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,151 Broadway Ave                                                                ,Gilman City     ,Corn            ,"""Gilman City, MO - 64642.  Phone - 660-8765-812""                                ",CORN MO GilmanCi
CORNMFAGLG-C1,CORN MOGLG SPOT ,0,2/27/2020,MFA             ,MFA                                                                             ,102 2nd St                                                                      ,Glasgow         ,Corn            ,"""Glasgow, MO - 65254.  Phone - 660-3382-248""                                    ",CORN MO Glasgow 
CORNMFAGLG-G,CORN MOGLG FEB20,0,2/27/2020,MFA             ,MFA                                                                             ,102 2nd St                                                                      ,Glasgow         ,Corn            ,"""Glasgow, MO - 65254.  Phone - 660-3382-248""                                    ",CORN MO Glasgow 
CORNMFAGLG-H,CORN MOGLG MAR20,NA,NA,MFA             ,MFA                                                                             ,102 2nd St                                                                      ,Glasgow         ,Corn            ,"""Glasgow, MO - 65254.  Phone - 660-3382-248""                                    ",CORN MO Glasgow 
CORNMFAGLG-J,CORN MOGLG APR20,NA,NA,MFA             ,MFA                                                                             ,102 2nd St                                                                      ,Glasgow         ,Corn            ,"""Glasgow, MO - 65254.  Phone - 660-3382-248""                                    ",CORN MO Glasgow 
CORNMFAGLG-K,CORN MOGLG MAY20,NA,NA,MFA             ,MFA                                                                             ,102 2nd St                                                                      ,Glasgow         ,Corn            ,"""Glasgow, MO - 65254.  Phone - 660-3382-248""                                    ",CORN MO Glasgow 
CORNMFAGLG-M,CORN MOGLG JUN20,NA,NA,MFA             ,MFA                                                                             ,102 2nd St                                                                      ,Glasgow         ,Corn            ,"""Glasgow, MO - 65254.  Phone - 660-3382-248""                                    ",CORN MO Glasgow 
CORNMFAGLG-N,CORN MOGLG JUL20,NA,NA,MFA             ,MFA                                                                             ,102 2nd St                                                                      ,Glasgow         ,Corn            ,"""Glasgow, MO - 65254.  Phone - 660-3382-248""                                    ",CORN MO Glasgow 
CORNMFAGLG-Q,CORN MOGLG AUG20,NA,NA,MFA             ,MFA                                                                             ,102 2nd St                                                                      ,Glasgow         ,Corn            ,"""Glasgow, MO - 65254.  Phone - 660-3382-248""                                    ",CORN MO Glasgow 
CORNMFAGLG-U,CORN MOGLG SEP20,NA,NA,MFA             ,MFA                                                                             ,102 2nd St                                                                      ,Glasgow         ,Corn            ,"""Glasgow, MO - 65254.  Phone - 660-3382-248""                                    ",CORN MO Glasgow 
CORNMFAGLG-V,CORN MOGLG OCT20,-0.35,2/27/2020,MFA             ,MFA                                                                             ,"Glasgow, MO - 65254                                                             ",Glasgow         ,Corn            ,"""Glasgow, MO - 65254.  Phone - 660-3382-248""                                    ",CORN MO Glasgow 
CORNMFAGLG-X,CORN MOGLG NOV20,NA,NA,MFA             ,MFA                                                                             ,102 2nd St                                                                      ,Glasgow         ,Corn            ,"""Glasgow, MO - 65254.  Phone - 660-3382-248""                                    ",CORN MO Glasgow 
CORNMFAGLG-Z,CORN MOGLG DEC20,NA,NA,MFA             ,MFA                                                                             ,102 2nd St                                                                      ,Glasgow         ,Corn            ,"""Glasgow, MO - 65254.  Phone - 660-3382-248""                                    ",CORN MO Glasgow 
CORNMFAGLG-F,CORN MOGLG JAN21,NA,NA,MFA             ,MFA                                                                             ,102 2nd St                                                                      ,Glasgow         ,Corn            ,"""Glasgow, MO - 65254.  Phone - 660-3382-248""                                    ",CORN MO Glasgow 
CORNLFEGOL-C1,CORN MOGOL SPOT ,0.04,2/26/2020,GoldenCity Grain,Golden City Grain & Cotton                                                      ,201 F Street                                                                    ,Golden City     ,Corn            ,"""Golden City, MO - 64748.  Phone - 417-5374-214""                                ",CORN MO GoldenCi
CORNLFEGOL-G,CORN MOGOL FEB20,0.04,2/26/2020,GoldenCity Grain,Golden City Grain & Cotton                                                      ,201 F Street                                                                    ,Golden City     ,Corn            ,"""Golden City, MO - 64748.  Phone - 417-5374-214""                                ",CORN MO GoldenCi
CORNLFEGOL-H,CORN MOGOL MAR20,NA,NA,GoldenCity Grain,Golden City Grain & Cotton                                                      ,201 F Street                                                                    ,Golden City     ,Corn            ,"""Golden City, MO - 64748.  Phone - 417-5374-214""                                ",CORN MO GoldenCi
CORNLFEGOL-J,CORN MOGOL APR20,NA,NA,GoldenCity Grain,Golden City Grain & Cotton                                                      ,201 F Street                                                                    ,Golden City     ,Corn            ,"""Golden City, MO - 64748.  Phone - 417-5374-214""                                ",CORN MO GoldenCi
CORNLFEGOL-K,CORN MOGOL MAY20,NA,NA,GoldenCity Grain,Golden City Grain & Cotton                                                      ,201 F Street                                                                    ,Golden City     ,Corn            ,"""Golden City, MO - 64748.  Phone - 417-5374-214""                                ",CORN MO GoldenCi
CORNLFEGOL-M,CORN MOGOL JUN20,NA,NA,GoldenCity Grain,Golden City Grain & Cotton                                                      ,201 F Street                                                                    ,Golden City     ,Corn            ,"""Golden City, MO - 64748.  Phone - 417-5374-214""                                ",CORN MO GoldenCi
CORNLFEGOL-N,CORN MOGOL JUL20,NA,NA,GoldenCity Grain,Golden City Grain & Cotton                                                      ,201 F Street                                                                    ,Golden City     ,Corn            ,"""Golden City, MO - 64748.  Phone - 417-5374-214""                                ",CORN MO GoldenCi
CORNLFEGOL-Q,CORN MOGOL AUG20,NA,NA,GoldenCity Grain,Golden City Grain & Cotton                                                      ,201 F Street                                                                    ,Golden City     ,Corn            ,"""Golden City, MO - 64748.  Phone - 417-5374-214""                                ",CORN MO GoldenCi
CORNLFEGOL-U,CORN MOGOL SEP20,NA,NA,GoldenCity Grain,Golden City Grain & Cotton                                                      ,201 F Street                                                                    ,Golden City     ,Corn            ,"""Golden City, MO - 64748.  Phone - 417-5374-214""                                ",CORN MO GoldenCi
CORNLFEGOL-V,CORN MOGOL OCT20,NA,NA,GoldenCity Grain,Golden City Grain & Cotton                                                      ,201 F Street                                                                    ,Golden City     ,Corn            ,"""Golden City, MO - 64748.  Phone - 417-5374-214""                                ",CORN MO GoldenCi
CORNLFEGOL-X,CORN MOGOL NOV20,NA,NA,GoldenCity Grain,Golden City Grain & Cotton                                                      ,201 F Street                                                                    ,Golden City     ,Corn            ,"""Golden City, MO - 64748.  Phone - 417-5374-214""                                ",CORN MO GoldenCi
CORNLFEGOL-Z,CORN MOGOL DEC20,NA,NA,GoldenCity Grain,Golden City Grain & Cotton                                                      ,201 F Street                                                                    ,Golden City     ,Corn            ,"""Golden City, MO - 64748.  Phone - 417-5374-214""                                ",CORN MO GoldenCi
CORNLFEGOL-F,CORN MOGOL JAN21,NA,NA,GoldenCity Grain,Golden City Grain & Cotton                                                      ,201 F Street                                                                    ,Golden City     ,Corn            ,"""Golden City, MO - 64748.  Phone - 417-5374-214""                                ",CORN MO GoldenCi
CORNRCGHAR-C1,CORN MOHAR SPOT ,0,2/27/2020,RayCarrollGrain ,Ray Carroll Grain                                                               ,202 E Main                                                                      ,Hardin          ,Corn            ,"""Hardin, MO - 64035.  Phone - 660-3984-388""                                     ",CORN MO Hardin  
CORNRCGHAR-G,CORN MOHAR FEB20,0,2/27/2020,RayCarrollGrain ,Ray Carroll Grain                                                               ,202 E Main                                                                      ,Hardin          ,Corn            ,"""Hardin, MO - 64035.  Phone - 660-3984-388""                                     ",CORN MO Hardin  
CORNRCGHAR-H,CORN MOHAR MAR20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,202 E Main                                                                      ,Hardin          ,Corn            ,"""Hardin, MO - 64035.  Phone - 660-3984-388""                                     ",CORN MO Hardin  
CORNRCGHAR-J,CORN MOHAR APR20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,202 E Main                                                                      ,Hardin          ,Corn            ,"""Hardin, MO - 64035.  Phone - 660-3984-388""                                     ",CORN MO Hardin  
CORNRCGHAR-K,CORN MOHAR MAY20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,202 E Main                                                                      ,Hardin          ,Corn            ,"""Hardin, MO - 64035.  Phone - 660-3984-388""                                     ",CORN MO Hardin  
CORNRCGHAR-M,CORN MOHAR JUN20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,202 E Main                                                                      ,Hardin          ,Corn            ,"""Hardin, MO - 64035.  Phone - 660-3984-388""                                     ",CORN MO Hardin  
CORNRCGHAR-N,CORN MOHAR JUL20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,202 E Main                                                                      ,Hardin          ,Corn            ,"""Hardin, MO - 64035.  Phone - 660-3984-388""                                     ",CORN MO Hardin  
CORNRCGHAR-Q,CORN MOHAR AUG20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,202 E Main                                                                      ,Hardin          ,Corn            ,"""Hardin, MO - 64035.  Phone - 660-3984-388""                                     ",CORN MO Hardin  
CORNRCGHAR-U,CORN MOHAR SEP20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,202 E Main                                                                      ,Hardin          ,Corn            ,"""Hardin, MO - 64035.  Phone - 660-3984-388""                                     ",CORN MO Hardin  
CORNRCGHAR-V,CORN MOHAR OCT20,-0.35,2/27/2020,RayCarrollGrain ,Ray Carroll Grain                                                               ,202 E Main                                                                      ,Hardin          ,Corn            ,"""Hardin, MO - 64035.  Phone - 660-3984-388""                                     ",CORN MO Hardin  
CORNRCGHAR-X,CORN MOHAR NOV20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,202 E Main                                                                      ,Hardin          ,Corn            ,"""Hardin, MO - 64035.  Phone - 660-3984-388""                                     ",CORN MO Hardin  
CORNRCGHAR-Z,CORN MOHAR DEC20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,202 E Main                                                                      ,Hardin          ,Corn            ,"""Hardin, MO - 64035.  Phone - 660-3984-388""                                     ",CORN MO Hardin  
CORNRCGHAR-F,CORN MOHAR JAN21,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,202 E Main                                                                      ,Hardin          ,Corn            ,"""Hardin, MO - 64035.  Phone - 660-3984-388""                                     ",CORN MO Hardin  
CORNSLCHRL-C1,CORN MOHRL SPOT ,0.16,2/27/2020,Scoular Grain   ,Scoular Grain                                                                   ,1209 Industrial Blvd                                                            ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 816-3807-153""                              ",CORN MO Harrison
CORNSLCHRL-G,CORN MOHRL FEB20,0.16,2/27/2020,Scoular Grain   ,Scoular Grain                                                                   ,1209 Industrial Blvd                                                            ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 816-3807-153""                              ",CORN MO Harrison
CORNSLCHRL-H,CORN MOHRL MAR20,NA,NA,Scoular Grain   ,Scoular Grain                                                                   ,1209 Industrial Blvd                                                            ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 816-3807-153""                              ",CORN MO Harrison
CORNSLCHRL-J,CORN MOHRL APR20,NA,NA,Scoular Grain   ,Scoular Grain                                                                   ,1209 Industrial Blvd                                                            ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 816-3807-153""                              ",CORN MO Harrison
CORNSLCHRL-K,CORN MOHRL MAY20,NA,NA,Scoular Grain   ,Scoular Grain                                                                   ,1209 Industrial Blvd                                                            ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 816-3807-153""                              ",CORN MO Harrison
CORNSLCHRL-M,CORN MOHRL JUN20,NA,NA,Scoular Grain   ,Scoular Grain                                                                   ,1209 Industrial Blvd                                                            ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 816-3807-153""                              ",CORN MO Harrison
CORNSLCHRL-N,CORN MOHRL JUL20,NA,NA,Scoular Grain   ,Scoular Grain                                                                   ,1209 Industrial Blvd                                                            ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 816-3807-153""                              ",CORN MO Harrison
CORNSLCHRL-Q,CORN MOHRL AUG20,NA,NA,Scoular Grain   ,Scoular Grain                                                                   ,1209 Industrial Blvd                                                            ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 816-3807-153""                              ",CORN MO Harrison
CORNSLCHRL-U,CORN MOHRL SEP20,-0.2,2/27/2020,Scoular Grain   ,Scoular Grain                                                                   ,"Harrisonville, MO - 64701                                                       ",Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 816-3807-153""                              ",CORN MO Harrison
CORNSLCHRL-V,CORN MOHRL OCT20,-0.25,2/27/2020,Scoular Grain   ,Scoular Grain                                                                   ,1209 Industrial Blvd                                                            ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 816-3807-153""                              ",CORN MO Harrison
CORNSLCHRL-X,CORN MOHRL NOV20,NA,NA,Scoular Grain   ,Scoular Grain                                                                   ,1209 Industrial Blvd                                                            ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 816-3807-153""                              ",CORN MO Harrison
CORNSLCHRL-Z,CORN MOHRL DEC20,NA,NA,Scoular Grain   ,Scoular Grain                                                                   ,1209 Industrial Blvd                                                            ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 816-3807-153""                              ",CORN MO Harrison
CORNSLCHRL-F,CORN MOHRL JAN21,NA,NA,Scoular Grain   ,Scoular Grain                                                                   ,1209 Industrial Blvd                                                            ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 816-3807-153""                              ",CORN MO Harrison
CORNRAFHKP-C1,CORN MOHKP SPOT ,-0.16,2/27/2020,Rose Acre Farms ,Rose Acre Farms                                                                 ,520 Washington St                                                               ,Hawk Point      ,Corn            ,"""Hawk Point, MO - 63349.  Phone - 636-3384-875""                                 ",CORN MO HawkPoin
CORNRAFHKP-G,CORN MOHKP FEB20,-0.16,2/27/2020,Rose Acre Farms ,Rose Acre Farms                                                                 ,520 Washington St                                                               ,Hawk Point      ,Corn            ,"""Hawk Point, MO - 63349.  Phone - 636-3384-875""                                 ",CORN MO HawkPoin
CORNRAFHKP-H,CORN MOHKP MAR20,-0.17,2/27/2020,Rose Acre Farms ,Rose Acre Farms                                                                 ,520 Washington St                                                               ,Hawk Point      ,Corn            ,"""Hawk Point, MO - 63349.  Phone - 636-3384-875""                                 ",CORN MO HawkPoin
CORNRAFHKP-J,CORN MOHKP APR20,NA,NA,Rose Acre Farms ,Rose Acre Farms                                                                 ,520 Washington St                                                               ,Hawk Point      ,Corn            ,"""Hawk Point, MO - 63349.  Phone - 636-3384-875""                                 ",CORN MO HawkPoin
CORNRAFHKP-K,CORN MOHKP MAY20,NA,NA,Rose Acre Farms ,Rose Acre Farms                                                                 ,520 Washington St                                                               ,Hawk Point      ,Corn            ,"""Hawk Point, MO - 63349.  Phone - 636-3384-875""                                 ",CORN MO HawkPoin
CORNRAFHKP-M,CORN MOHKP JUN20,NA,NA,Rose Acre Farms ,Rose Acre Farms                                                                 ,520 Washington St                                                               ,Hawk Point      ,Corn            ,"""Hawk Point, MO - 63349.  Phone - 636-3384-875""                                 ",CORN MO HawkPoin
CORNRAFHKP-N,CORN MOHKP JUL20,NA,NA,Rose Acre Farms ,Rose Acre Farms                                                                 ,520 Washington St                                                               ,Hawk Point      ,Corn            ,"""Hawk Point, MO - 63349.  Phone - 636-3384-875""                                 ",CORN MO HawkPoin
CORNRAFHKP-Q,CORN MOHKP AUG20,NA,NA,Rose Acre Farms ,Rose Acre Farms                                                                 ,520 Washington St                                                               ,Hawk Point      ,Corn            ,"""Hawk Point, MO - 63349.  Phone - 636-3384-875""                                 ",CORN MO HawkPoin
CORNRAFHKP-U,CORN MOHKP SEP20,NA,NA,Rose Acre Farms ,Rose Acre Farms                                                                 ,520 Washington St                                                               ,Hawk Point      ,Corn            ,"""Hawk Point, MO - 63349.  Phone - 636-3384-875""                                 ",CORN MO HawkPoin
CORNRAFHKP-V,CORN MOHKP OCT20,NA,NA,Rose Acre Farms ,Rose Acre Farms                                                                 ,"Hawk Point, MO - 63349                                                          ",Hawk Point      ,Corn            ,"""Hawk Point, MO - 63349.  Phone - 636-3384-875""                                 ",CORN MO HawkPoin
CORNRAFHKP-X,CORN MOHKP NOV20,NA,NA,Rose Acre Farms ,Rose Acre Farms                                                                 ,520 Washington St                                                               ,Hawk Point      ,Corn            ,"""Hawk Point, MO - 63349.  Phone - 636-3384-875""                                 ",CORN MO HawkPoin
CORNRAFHKP-Z,CORN MOHKP DEC20,NA,NA,Rose Acre Farms ,Rose Acre Farms                                                                 ,520 Washington St                                                               ,Hawk Point      ,Corn            ,"""Hawk Point, MO - 63349.  Phone - 636-3384-875""                                 ",CORN MO HawkPoin
CORNRAFHKP-F,CORN MOHKP JAN21,NA,NA,Rose Acre Farms ,Rose Acre Farms                                                                 ,520 Washington St                                                               ,Hawk Point      ,Corn            ,"""Hawk Point, MO - 63349.  Phone - 636-3384-875""                                 ",CORN MO HawkPoin
CORNMFAHGN-C1,CORN MOHGN SPOT ,-0.01,2/27/2020,MFA             ,MFA                                                                             ,105 W 22nd St                                                                   ,Higginsville    ,Corn            ,"""Higginsville, MO - 64037.  Phone - 660-5843-676""                               ",CORN MO Higginsv
CORNMFAHGN-G,CORN MOHGN FEB20,-0.01,2/27/2020,MFA             ,MFA                                                                             ,105 W 22nd St                                                                   ,Higginsville    ,Corn            ,"""Higginsville, MO - 64037.  Phone - 660-5843-676""                               ",CORN MO Higginsv
CORNMFAHGN-H,CORN MOHGN MAR20,NA,NA,MFA             ,MFA                                                                             ,105 W 22nd St                                                                   ,Higginsville    ,Corn            ,"""Higginsville, MO - 64037.  Phone - 660-5843-676""                               ",CORN MO Higginsv
CORNMFAHGN-J,CORN MOHGN APR20,NA,NA,MFA             ,MFA                                                                             ,105 W 22nd St                                                                   ,Higginsville    ,Corn            ,"""Higginsville, MO - 64037.  Phone - 660-5843-676""                               ",CORN MO Higginsv
CORNMFAHGN-K,CORN MOHGN MAY20,NA,NA,MFA             ,MFA                                                                             ,105 W 22nd St                                                                   ,Higginsville    ,Corn            ,"""Higginsville, MO - 64037.  Phone - 660-5843-676""                               ",CORN MO Higginsv
CORNMFAHGN-M,CORN MOHGN JUN20,NA,NA,MFA             ,MFA                                                                             ,105 W 22nd St                                                                   ,Higginsville    ,Corn            ,"""Higginsville, MO - 64037.  Phone - 660-5843-676""                               ",CORN MO Higginsv
CORNMFAHGN-N,CORN MOHGN JUL20,NA,NA,MFA             ,MFA                                                                             ,105 W 22nd St                                                                   ,Higginsville    ,Corn            ,"""Higginsville, MO - 64037.  Phone - 660-5843-676""                               ",CORN MO Higginsv
