"Instrument","CF_NAME","CF_BID","CF_DATE","GEN_TEXT16","ROW80_1","ROW80_2","GN_TXT16_2","GN_TXT16_4","ROW80_3","Location","octAvg","janAvg"
"CORNMFAODS-C1","CORN MOODS SPOT ","0","2020-03-06","MFA             ","MFA                                                                             ","111 NW RailRoad St                                                              ","Odessa          ","Corn            ","""Odessa, MO - 64076.  Phone - 816-6335-591""                                     ","CORN MO Odessa  ",-0.3,-0.0547619047619048
"CORNMFAPBG-C1","CORN MOPBG SPOT ","-0.4","2020-03-06","MFA             ","MFA                                                                             ","-                                                                               ","Pattonsburg     ","Corn            ","""Pattonsburg, MO - 64670.  Phone - 660-6633-221""                                ","CORN MO Pattonsb",-0.409545454545455,-0.4
"CORNMFASBU-C1","CORN MOSBU SPOT ","0","2020-03-06","MFA             ","MFA                                                                             ","304 W Front St                                                                  ","Salisbury       ","Corn            ","""Salisbury, MO - 65281.  Phone - 660-3886-421""                                  ","CORN MO Salisbur",-0.134090909090909,-0.05
"CORNMFASHE-C1","CORN MOSHE SPOT ","-0.28","2020-03-06","MFA             ","MFA                                                                             ","200 W Chestnut                                                                  ","Shelbina        ","Corn            ","""Shelbina, MO - 63468.  Phone - 573-5887-847""                                   ","CORN MO Shelbina",-0.354090909090909,-0.294285714285714
"CORNMFASTS-C1","CORN MOSTS SPOT ","0","2020-03-05","MFA             ","MFA                                                                             ","125 Lexington Ave                                                               ","Sweet Springs   ","Corn            ","""Sweet Springs, MO - 65351.  Phone - 660-3356-355""                              ","CORN MO SweetSpr",-0.211363636363636,-0.05
"CORNMFATNT-C1","CORN MOTNT SPOT ","-0.45","2020-03-06","MFA             ","MFA                                                                             ","3031 Pleasant Pln                                                               ","Trenton         ","Corn            ","""Trenton, MO - 64683.  Phone - 660-3592-297""                                    ","CORN MO Trenton ",-0.415909090909091,-0.4
"CORNMFAUNV-C1","CORN MOUNV SPOT ","-0.19","2020-03-06","MFA             ","MFA                                                                             ","-                                                                               ","Unionville      ","Corn            ","""Unionville, MO - 63565.  Phone - 660-9472-256""                                 ","CORN MO Unionvil",-0.100909090909091,-0.12047619047619
"CORNMFAVND-C1","CORN MOVND SPOT ","-0.08","2020-03-06","MFA             ","MFA                                                                             ","411 W State St                                                                  ","Vandalia        ","Corn            ","""Vandalia, MO - 63382.  Phone - 573-5946-415""                                   ","CORN MO Vandalia",-0.319545454545455,-0.170952380952381
"CORNMGBSCT-C1","CORN MOSCT SPOT ","0.1","2020-03-06","Midwest Grain   ","Midwest Grain and Barge                                                         ","179 Rushing Rd                                                                  ","Scott City      ","Corn            ","""Scott City, MO - 63780.  Phone - 573-6510-988""                                 ","CORN MO ScottCit",-0.209090909090909,0.0285714285714286
"CORNMLBCHL-C1","CORN MOCHL SPOT ","-0.01","2020-03-06","Milbank Mills   ","Milbank Mills                                                                   ","1 N Brunswick St                                                                ","Chillicothe     ","Corn            ","""Chillicothe, MO - 64601.  Phone - 660-6460-183""                                ","CORN MO Chillico",-0.165454545454545,-0.05
"CORNMMEMBN-C1","CORN MOMBN SPOT ","0.1","2020-02-03","MidMissouriEnrgy","Mid-Missouri Energy                                                             ","15311 N. Saline 65 Hwy.                                                         ","Malta Bend      ","Corn            ","""Malta Bend, MO - 65339.  Phone - 888-6632-676""                                 ","CORN MO Malta Be",0.00681818181818181,0.102380952380952
"CORNMSFNTT-C1","CORN MONTT SPOT ","0.61","2020-03-06","MainStreetFeeds ","Main Street Feeds                                                               ","109 Main St                                                                     ","Monett          ","Corn            ","""Monett, MO - 65708.  Phone - 180-0299-6680""                                    ","CORN MO Monett  ",0.478181818181818,0.505
"CORNMSFSPF-C1","CORN MOSPF SPOT ","0.61","2020-03-06","MainStreetFeeds ","Main Street Feeds                                                               ","8270 W State Hwy 266                                                            ","Springfield     ","Corn            ","""Springfield, MO - 65802.  Phone - 180-0749-5674""                               ","CORN MO Springfi",0.478181818181818,0.505
"CORNMWIDRF-C1","CORN MODRF SPOT ","0.02","2020-03-06","Midwest Fert Inc","Midwest Fertilizer Inc                                                          ","201 S Walnut                                                                    ","Deerfield       ","Corn            ","""Deerfield, MO - 64741.  Phone - 417-9667-303""                                  ","CORN MO Deerfiel",-0.13,-0.111428571428571
"CORNMWIDRZ-C1","CORN MODRZ SPOT ","0.06","2020-03-06","Midwest Fert Inc","Midwest Fertilizer Inc                                                          ","123 W. Main                                                                     ","Drexel          ","Corn            ","""Drexel, MO - 64742.  Phone - 816-6572-111""                                     ","CORN MO Drexel  ",-0.202727272727273,0.0185714285714286
"CORNMWIHRW-C1","CORN MOHRW SPOT ","0.06","2020-03-06","Midwest Fert Inc","Midwest Fertilizer Inc                                                          ","172 S. Brown St                                                                 ","Harwood         ","Corn            ","""Harwood, MO - 64750.  Phone - 417-4323-193""                                    ","CORN MO Harwood ",-0.09,-0.0714285714285714
"CORNMWIMEZ-C1","CORN MOMEZ SPOT ","0.01","2020-03-06","Midwest Fert Inc","Midwest Fertilizer Inc                                                          ","154 S. Main                                                                     ","Metz            ","Corn            ","""Metz, MO - 64765.  Phone - 417-4843-212""                                       ","CORN MO Metz    ",-0.14,-0.121428571428571
"CORNNACVRS-C1","CORN MOVRS SPOT ","0.05","2020-03-06","NutraAg LLC     ","NutraAg LLC                                                                     ","12747 Market Road                                                               ","Versailles      ","Corn            ","""Versailles, MO - 65084.  Phone - 573-3782-800""                                 ","CORN MO Versaill",-0.205454545454545,-0.0495238095238095
"CORNNMFBIN-C1","CORN MOBIN SPOT ","-0.15","2020-03-06","Nemo Feed       ","Nemo Feed                                                                       ","RR 1 Box 26A                                                                    ","Baring          ","Corn            ","""Baring, MO - 63531.  Phone - 660-8924-070""                                     ","CORN MO Baring  ",-0.4,-0.14
"CORNOFSORK-C1","CORN MOORK SPOT ","0","2020-03-06","OrrickFarmServ  ","Orrick Farm Service                                                             ","208 E N Front St                                                                ","Orrick          ","Corn            ","""Orrick, MO - 64077.  Phone - 816-4963-322""                                     ","CORN MO Orrick  ",-0.272727272727273,-0.0547619047619048
"CORNPGVPLG-C1","CORN MOPLG SPOT ","0","2020-03-06","Pilot Grove Coop","Pilot Grove Coop                                                                ","12302 Highway 135                                                               ","Pilot Grove     ","Corn            ","""Pilot Grove, MO - 65276.  Phone - 660-8345-412""                                ","CORN MO PilotGro",-0.130909090909091,-0.0657142857142857
"CORNPHCPHM-C1","CORN MOPHM SPOT ","0","2020-03-06","PrairieHomeCoop ","Prairie Home Coop                                                               ","9238 Highway 87                                                                 ","Prairie Home    ","Corn            ","""Prairie Home, MO - 65068.  Phone - 660-8415-276""                               ","CORN MO PrairieH",-0.166818181818182,-0.0657142857142857
"CORNPSFCFE-C1","CORN MOCFE SPOT ","-0.2","2020-03-06","MB Grain        ","MB Grain                                                                        ","18115 State Hwy B                                                               ","Pattonsburg     ","Corn            ","""Pattonsburg, MO - 64670.  Phone - 660-7487-270""                                ","CORN MO Coffey  ",-0.2,-0.129473684210526
"CORNPSFLUC-C1","CORN MOLUC SPOT ","-0.06","2020-03-06","MB Grain        ","MB Grain                                                                        ","Hwy K and Hwy 136 East                                                          ","Lucerne         ","Corn            ","""Lucerne, MO - 64655. Phone - 660-793-3445""                                     ","CORN MO Lucerne ",-0.0266666666666667,0.0533333333333333
"CORNPTBLAD-C1","CORN MOLAD SPOT ","-0.02","2020-03-06","Poet Biorefining","Poet Biorefining                                                                ","809 North Pine                                                                  ","Laddonia        ","Corn            ","""Laddonia, MO - 63352.  Phone - 866-3852-729""                                   ","CORN MO Laddonia",-0.217727272727273,-0.0619047619047619
"CORNRAFHKP-C1","CORN MOHKP SPOT ","-0.15","2020-03-06","Rose Acre Farms ","Rose Acre Farms                                                                 ","520 Washington St                                                               ","Hawk Point      ","Corn            ","""Hawk Point, MO - 63349.  Phone - 636-3384-875""                                 ","CORN MO HawkPoin",-0.305454545454545,-0.355238095238095
"CORNRAFKBN-C1","CORN MOKBN SPOT ","0.05","2020-03-06","Rose Acre Farms ","Rose Acre Farms                                                                 ","1275 SE Y Hwy                                                                   ","Knob Noster     ","Corn            ","""Knob Noster, MO - 65336.  Phone - 660-5632-830""                                ","CORN MO KnobNost",-0.115238095238095,0.134285714285714
"CORNRCGBRU-C1","CORN MOBRU SPOT ","0","2020-03-06","RayCarrollGrain ","Ray Carroll Grain                                                               ","17149 Hwy 24                                                                    ","Brunswick       ","Corn            ","""Brunswick, MO - 65236.  Phone - 660-5483-131""                                  ","CORN MO Brunswic",-0.130555555555556,-0.0476190476190476
"CORNRCGCAR-C1","CORN MOCAR SPOT ","0.1","2020-03-06","RayCarrollGrain ","Ray Carroll Grain                                                               ","26274 Hwy 24                                                                    ","Carrollton      ","Corn            ","""Carrollton, MO - 64633.  Phone - 660-5422-745""                                 ","CORN MO Carrollt",-0.11,0.102380952380952
"CORNRCGCAR2-C1","CORN MOCA2 SPOT ","-0.1","2020-03-06","RayCarrollGrain ","Ray Carroll Grain                                                               ","30537 CR 308                                                                    ","Carrollton      ","Corn            ","""Carrollton, MO - 64687.  Phone - 660-5422-412""                                 ","CORN MO Carroll2",-0.180555555555556,-0.1475
"CORNRCGDER-C1","CORN MODER SPOT ","0","2020-03-06","RayCarrollGrain ","Ray Carroll Grain                                                               ","-                                                                               ","Corder          ","Corn            ","""Corder, MO - 64021.  Phone - 660-5422-745""                                     ","CORN MO Corder  ",-0.130555555555556,-0.0476190476190476
"CORNRCGHAR-C1","CORN MOHAR SPOT ","0","2020-03-06","RayCarrollGrain ","Ray Carroll Grain                                                               ","202 E Main                                                                      ","Hardin          ","Corn            ","""Hardin, MO - 64035.  Phone - 660-3984-388""                                     ","CORN MO Hardin  ",-0.130555555555556,-0.0476190476190476
"CORNRCGNRB-C1","CORN MONRB SPOT ","0","2020-03-06","RayCarrollGrain ","Ray Carroll Grain                                                               ","101 S Cherry St                                                                 ","Norborne        ","Corn            ","""Norborne, MO - 64668.  Phone - 660-5933-326""                                   ","CORN MO Norborne",-0.130555555555556,-0.0476190476190476
"CORNRCGSLT-C1","CORN MOSLT SPOT ","0","2020-03-06","RayCarrollGrain ","Ray Carroll Grain                                                               ","Route 2 Box 4A                                                                  ","Slater          ","Corn            ","""Slater, MO - 65349.  Phone - 660-5292-676""                                     ","CORN MO Slater  ",-0.130555555555556,-0.0476190476190476
"CORNRCGSMN-C1","CORN MOSMN SPOT ","-0.05","2020-03-06","RayCarrollGrain ","Ray Carroll Grain                                                               ","317 Centre St                                                                   ","Sumner          ","Corn            ","""Sumner, MO - 64681.  Phone - 660-8563-535""                                     ","CORN MO Sumner  ",-0.180555555555556,-0.0976190476190476
"CORNRHFHRL-C1","CORN MOHRL SPOT ","0.15","2020-03-06","RothHerefordFarm","Roth Hereford Farms                                                             ","-                                                                               ","Harrisonville   ","Corn            ","""Harrisonville, MO - 64701.  Phone - 660-6942-569""                              ","CORN MO Harrison",-0.196363636363636,0.0514285714285714
"CORNSCCCIV-C1","CORN MOCIV SPOT ","-0.3","2020-03-06","SouthCentralCoop","South Central Coop                                                              ","1301 Main St                                                                    ","Cainsville      ","Corn            ","""Cainsville, MO - 64632.  Phone - 660-8935-218""                                 ","CORN MO Cainsvil",-0.281904761904762,-0.2615
"CORNSCGADR-C1","CORN ADRMO SPOT ","0.15","2020-03-06","Scoular Grain   ","Scoular Grain                                                                   ","15 Quail Run                                                                    ","Adrian          ","Corn            ","""Adrian, MO - 64720.  Phone - 816-3807-153""                                     ","CORN MO Adrian  ",-0.0909090909090909,0.104761904761905
"CORNSFSLIB-C1","CORN MOLIB SPOT ",NA,NA,"SeedandFarmSup  ","Seed and Farm Supply                                                            ","1246 W Highway K                                                                ","Liberal         ","Corn            ","""Liberal, MO - 64762.  Phone - 417-8436-465""                                    ","CORN MO Liberal ",NA,NA
"CORNSFSWAC-C1","CORN MOWAC SPOT ",NA,NA,"SeedandFarmSup  ","Seed and Farm Supply                                                            ","375 Main St                                                                     ","Waco            ","Corn            ","""Waco, MO - 64832.  Phone - 417-6426-123""                                       ","CORN MO Waco    ",NA,NA
"CORNSLCHRL-C1","CORN MOHRL SPOT ","0.15","2020-03-06","Scoular Grain   ","Scoular Grain                                                                   ","1209 Industrial Blvd                                                            ","Harrisonville   ","Corn            ","""Harrisonville, MO - 64701.  Phone - 816-3807-153""                              ","CORN MO Harrison",-0.0909090909090909,0.104761904761905
"CORNTYSDEX-C1","CORN MODEX SPOT ","0.2","2019-10-04","Tyson Foods     ","Tyson Foods                                                                     ","12845 County Rd 717                                                             ","Dexter          ","Corn            ","""Dexter, MO - 63841.  Phone - 573-6243-154""                                     ","CORN MO Dexter  ",0.2,NA
"CORNTYSSDA-C1","CORN MOSDA SPOT ","0.05","2019-10-04","Tyson Foods     ","Tyson Foods                                                                     ","19571 Whitfield Rd                                                              ","Sedalia         ","Corn            ","""Sedalia, MO - 65301.  Phone - 660-8269-991""                                    ","CORN MO Sedalia ",0.07,NA
"CORNURSCNT-C1","CORN MOCNT SPOT ","-0.03","2020-03-06","UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","307 Elm Street                                                                  ","Canton          ","Corn            ","""Canton, MO - 63435.  Phone - 573-2880-311""                                     ","CORN MO Canton  ",-0.235909090909091,-0.1
"CORNURSWYL-C1","CORN MOWYL SPOT ","-0.12","2020-03-06","UrsaFarmersCoop ","Ursa Farmers Coop                                                               ","112 W Des Moines St                                                             ","Wayland         ","Corn            ","""Wayland, MO - 63472.  Phone - 660-7546-417""                                    ","CORN MO Wayland ",-0.3,-0.179047619047619
"CORNWCAADR-C1","CORN MOADR SPOT ","0.15","2020-03-06","West Central Ag ","West Central Ag                                                                 ","S71 Hwy                                                                         ","Adrian          ","Corn            ","""Adrian, MO - 64720.  Phone - 816-2974-518""                                     ","CORN MO Adrian  ",-0.136363636363636,0.1
"CORNWCACIL-C1","CORN MOCIL SPOT ","-0.05","2020-03-06","West Central Ag ","West Central Ag                                                                 ","209 E Barnum Ave                                                                ","Chilhowee       ","Corn            ","""Chilhowee, MO - 64733.  Phone - 816-2974-518""                                  ","CORN MO Chilhowe",-0.220454545454545,-0.138095238095238
"CORNWCACNV-C1","CORN MOCNV SPOT ","-0.05","2020-03-06","West Central Ag ","West Central Ag                                                                 ","S Graham St                                                                     ","Centerview      ","Corn            ","""Centerview, MO - 64019.  Phone - 800-8216-345""                                 ","CORN MO Centervi",-0.220454545454545,-0.138095238095238
