Instrument,CF_NAME,CF_BID,CF_DATE,GEN_TEXT16,ROW80_1,ROW80_2,GN_TXT16_2,GN_TXT16_4,ROW80_3,Location
SOYBSCCCIV-Q,SOYB MOCIV AUG20,NA,NA,SouthCentralCoop,South Central Coop                                                              ,1301 Main St                                                                    ,Cainsville      ,Soybeans        ,"""Cainsville, MO - 64632.  Phone - 660-8935-218""                                 ",SOYB MO Cainsvil
SOYBSCCCIV-U,SOYB MOCIV SEP20,NA,NA,SouthCentralCoop,South Central Coop                                                              ,1301 Main St                                                                    ,Cainsville      ,Soybeans        ,"""Cainsville, MO - 64632.  Phone - 660-8935-218""                                 ",SOYB MO Cainsvil
SOYBSCCCIV-V,SOYB MOCIV OCT20,-0.84,2/27/2020,SouthCentralCoop,South Central Coop                                                              ,"Cainsville, MO - 64632                                                          ",Cainsville      ,Soybeans        ,"""Cainsville, MO - 64632.  Phone - 660-8935-218""                                 ",SOYB MO Cainsvil
SOYBSCCCIV-X,SOYB MOCIV NOV20,NA,NA,SouthCentralCoop,South Central Coop                                                              ,1301 Main St                                                                    ,Cainsville      ,Soybeans        ,"""Cainsville, MO - 64632.  Phone - 660-8935-218""                                 ",SOYB MO Cainsvil
SOYBSCCCIV-Z,SOYB MOCIV DEC20,-0.79,2/27/2020,SouthCentralCoop,South Central Coop                                                              ,1301 Main St                                                                    ,Cainsville      ,Soybeans        ,"""Cainsville, MO - 64632.  Phone - 660-8935-218""                                 ",SOYB MO Cainsvil
SOYBSCCCIV-F,SOYB MOCIV JAN21,-0.79,2/27/2020,SouthCentralCoop,South Central Coop                                                              ,1301 Main St                                                                    ,Cainsville      ,Soybeans        ,"""Cainsville, MO - 64632.  Phone - 660-8935-218""                                 ",SOYB MO Cainsvil
SOYBRCGCAR2-C1,SOYB MOCA2 SPOT ,-0.35,2/27/2020,RayCarrollGrain ,Ray Carroll Grain                                                               ,30537 CR 308                                                                    ,Carrollton      ,Soybeans        ,"""Carrollton, MO - 64687.  Phone - 660-5422-412""                                 ",SOYB MO Carroll2
SOYBRCGCAR2-G,SOYB MOCA2 FEB20,-0.35,2/27/2020,RayCarrollGrain ,Ray Carroll Grain                                                               ,30537 CR 308                                                                    ,Carrollton      ,Soybeans        ,"""Carrollton, MO - 64687.  Phone - 660-5422-412""                                 ",SOYB MO Carroll2
SOYBRCGCAR2-H,SOYB MOCA2 MAR20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,30537 CR 308                                                                    ,Carrollton      ,Soybeans        ,"""Carrollton, MO - 64687.  Phone - 660-5422-412""                                 ",SOYB MO Carroll2
SOYBRCGCAR2-J,SOYB MOCA2 APR20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,30537 CR 308                                                                    ,Carrollton      ,Soybeans        ,"""Carrollton, MO - 64687.  Phone - 660-5422-412""                                 ",SOYB MO Carroll2
SOYBRCGCAR2-K,SOYB MOCA2 MAY20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,30537 CR 308                                                                    ,Carrollton      ,Soybeans        ,"""Carrollton, MO - 64687.  Phone - 660-5422-412""                                 ",SOYB MO Carroll2
SOYBRCGCAR2-M,SOYB MOCA2 JUN20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,30537 CR 308                                                                    ,Carrollton      ,Soybeans        ,"""Carrollton, MO - 64687.  Phone - 660-5422-412""                                 ",SOYB MO Carroll2
SOYBRCGCAR2-N,SOYB MOCA2 JUL20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,30537 CR 308                                                                    ,Carrollton      ,Soybeans        ,"""Carrollton, MO - 64687.  Phone - 660-5422-412""                                 ",SOYB MO Carroll2
SOYBRCGCAR2-Q,SOYB MOCA2 AUG20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,30537 CR 308                                                                    ,Carrollton      ,Soybeans        ,"""Carrollton, MO - 64687.  Phone - 660-5422-412""                                 ",SOYB MO Carroll2
SOYBRCGCAR2-U,SOYB MOCA2 SEP20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,"""Carrollton, MO - 64687""                                                        ",Carrollton      ,Soybeans        ,"""Carrollton, MO - 64687.  Phone - 660-5422-412""                                 ",SOYB MO Carroll2
SOYBRCGCAR2-V,SOYB MOCA2 OCT20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,30537 CR 308                                                                    ,Carrollton      ,Soybeans        ,"""Carrollton, MO - 64687.  Phone - 660-5422-412""                                 ",SOYB MO Carroll2
SOYBRCGCAR2-X,SOYB MOCA2 NOV20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,30537 CR 308                                                                    ,Carrollton      ,Soybeans        ,"""Carrollton, MO - 64687.  Phone - 660-5422-412""                                 ",SOYB MO Carroll2
SOYBRCGCAR2-Z,SOYB MOCA2 DEC20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,30537 CR 308                                                                    ,Carrollton      ,Soybeans        ,"""Carrollton, MO - 64687.  Phone - 660-5422-412""                                 ",SOYB MO Carroll2
SOYBRCGCAR2-F,SOYB MOCA2 JAN21,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,30537 CR 308                                                                    ,Carrollton      ,Soybeans        ,"""Carrollton, MO - 64687.  Phone - 660-5422-412""                                 ",SOYB MO Carroll2
SOYBRCGCAR-C1,SOYB MOCAR SPOT ,-0.25,2/27/2020,RayCarrollGrain ,Ray Carroll Grain                                                               ,26274 Hwy 24                                                                    ,Carrollton      ,Soybeans        ,"""Carrollton, MO - 64633.  Phone - 660-5422-745""                                 ",SOYB MO Carrollt
SOYBRCGCAR-G,SOYB MOCAR FEB20,-0.25,2/27/2020,RayCarrollGrain ,Ray Carroll Grain                                                               ,26274 Hwy 24                                                                    ,Carrollton      ,Soybeans        ,"""Carrollton, MO - 64633.  Phone - 660-5422-745""                                 ",SOYB MO Carrollt
SOYBRCGCAR-H,SOYB MOCAR MAR20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,26274 Hwy 24                                                                    ,Carrollton      ,Soybeans        ,"""Carrollton, MO - 64633.  Phone - 660-5422-745""                                 ",SOYB MO Carrollt
SOYBRCGCAR-J,SOYB MOCAR APR20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,26274 Hwy 24                                                                    ,Carrollton      ,Soybeans        ,"""Carrollton, MO - 64633.  Phone - 660-5422-745""                                 ",SOYB MO Carrollt
SOYBRCGCAR-K,SOYB MOCAR MAY20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,26274 Hwy 24                                                                    ,Carrollton      ,Soybeans        ,"""Carrollton, MO - 64633.  Phone - 660-5422-745""                                 ",SOYB MO Carrollt
SOYBRCGCAR-M,SOYB MOCAR JUN20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,26274 Hwy 24                                                                    ,Carrollton      ,Soybeans        ,"""Carrollton, MO - 64633.  Phone - 660-5422-745""                                 ",SOYB MO Carrollt
SOYBRCGCAR-N,SOYB MOCAR JUL20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,26274 Hwy 24                                                                    ,Carrollton      ,Soybeans        ,"""Carrollton, MO - 64633.  Phone - 660-5422-745""                                 ",SOYB MO Carrollt
SOYBRCGCAR-Q,SOYB MOCAR AUG20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,26274 Hwy 24                                                                    ,Carrollton      ,Soybeans        ,"""Carrollton, MO - 64633.  Phone - 660-5422-745""                                 ",SOYB MO Carrollt
SOYBRCGCAR-U,SOYB MOCAR SEP20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,"Carrollton, MO - 64633                                                          ",Carrollton      ,Soybeans        ,"""Carrollton, MO - 64633.  Phone - 660-5422-745""                                 ",SOYB MO Carrollt
SOYBRCGCAR-V,SOYB MOCAR OCT20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,26274 Hwy 24                                                                    ,Carrollton      ,Soybeans        ,"""Carrollton, MO - 64633.  Phone - 660-5422-745""                                 ",SOYB MO Carrollt
SOYBRCGCAR-X,SOYB MOCAR NOV20,-0.7,2/27/2020,RayCarrollGrain ,Ray Carroll Grain                                                               ,26274 Hwy 24                                                                    ,Carrollton      ,Soybeans        ,"""Carrollton, MO - 64633.  Phone - 660-5422-745""                                 ",SOYB MO Carrollt
SOYBRCGCAR-Z,SOYB MOCAR DEC20,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,26274 Hwy 24                                                                    ,Carrollton      ,Soybeans        ,"""Carrollton, MO - 64633.  Phone - 660-5422-745""                                 ",SOYB MO Carrollt
SOYBRCGCAR-F,SOYB MOCAR JAN21,NA,NA,RayCarrollGrain ,Ray Carroll Grain                                                               ,26274 Hwy 24                                                                    ,Carrollton      ,Soybeans        ,"""Carrollton, MO - 64633.  Phone - 660-5422-745""                                 ",SOYB MO Carrollt
SOYBCGBCRT2-C1,SOYB MOCR2 SPOT ,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2140 County Highway 553                                                         ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3331-881""                             ",SOYB MO Caruthe2
SOYBCGBCRT2-G,SOYB MOCR2 FEB20,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2140 County Highway 553                                                         ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3331-881""                             ",SOYB MO Caruthe2
SOYBCGBCRT2-H,SOYB MOCR2 MAR20,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2140 County Highway 553                                                         ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3331-881""                             ",SOYB MO Caruthe2
SOYBCGBCRT2-J,SOYB MOCR2 APR20,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2140 County Highway 553                                                         ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3331-881""                             ",SOYB MO Caruthe2
SOYBCGBCRT2-K,SOYB MOCR2 MAY20,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2140 County Highway 553                                                         ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3331-881""                             ",SOYB MO Caruthe2
SOYBCGBCRT2-M,SOYB MOCR2 JUN20,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2140 County Highway 553                                                         ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3331-881""                             ",SOYB MO Caruthe2
SOYBCGBCRT2-N,SOYB MOCR2 JUL20,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2140 County Highway 553                                                         ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3331-881""                             ",SOYB MO Caruthe2
SOYBCGBCRT2-Q,SOYB MOCR2 AUG20,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2140 County Highway 553                                                         ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3331-881""                             ",SOYB MO Caruthe2
SOYBCGBCRT2-U,SOYB MOCR2 SEP20,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,"Caruthersville, MO - 63830                                                      ",Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3331-881""                             ",SOYB MO Caruthe2
SOYBCGBCRT2-V,SOYB MOCR2 OCT20,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2140 County Highway 553                                                         ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3331-881""                             ",SOYB MO Caruthe2
SOYBCGBCRT2-X,SOYB MOCR2 NOV20,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2140 County Highway 553                                                         ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3331-881""                             ",SOYB MO Caruthe2
SOYBCGBCRT2-Z,SOYB MOCR2 DEC20,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2140 County Highway 553                                                         ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3331-881""                             ",SOYB MO Caruthe2
SOYBCGBCRT2-F,SOYB MOCR2 JAN21,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2140 County Highway 553                                                         ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3331-881""                             ",SOYB MO Caruthe2
SOYBBNGCRT-C1,SOYB MOCRT SPOT ,0.28,2/27/2020,Bunge           ,Bunge                                                                           ,Carlton and Riverfront                                                          ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3334-121""                             ",SOYB MO Caruther
SOYBBNGCRT-G,SOYB MOCRT FEB20,0.28,2/27/2020,Bunge           ,Bunge                                                                           ,Carlton and Riverfront                                                          ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3334-121""                             ",SOYB MO Caruther
SOYBBNGCRT-H,SOYB MOCRT MAR20,NA,NA,Bunge           ,Bunge                                                                           ,Carlton and Riverfront                                                          ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3334-121""                             ",SOYB MO Caruther
SOYBBNGCRT-J,SOYB MOCRT APR20,NA,NA,Bunge           ,Bunge                                                                           ,Carlton and Riverfront                                                          ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3334-121""                             ",SOYB MO Caruther
SOYBBNGCRT-K,SOYB MOCRT MAY20,NA,NA,Bunge           ,Bunge                                                                           ,Carlton and Riverfront                                                          ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3334-121""                             ",SOYB MO Caruther
SOYBBNGCRT-M,SOYB MOCRT JUN20,NA,NA,Bunge           ,Bunge                                                                           ,Carlton and Riverfront                                                          ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3334-121""                             ",SOYB MO Caruther
SOYBBNGCRT-N,SOYB MOCRT JUL20,NA,NA,Bunge           ,Bunge                                                                           ,Carlton and Riverfront                                                          ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3334-121""                             ",SOYB MO Caruther
SOYBBNGCRT-Q,SOYB MOCRT AUG20,NA,NA,Bunge           ,Bunge                                                                           ,Carlton and Riverfront                                                          ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3334-121""                             ",SOYB MO Caruther
SOYBBNGCRT-U,SOYB MOCRT SEP20,NA,NA,Bunge           ,Bunge                                                                           ,Carlton and Riverfront                                                          ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3334-121""                             ",SOYB MO Caruther
SOYBBNGCRT-V,SOYB MOCRT OCT20,0.07,2/27/2020,Bunge           ,Bunge                                                                           ,"Caruthersville, MO - 63830                                                      ",Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3334-121""                             ",SOYB MO Caruther
SOYBBNGCRT-X,SOYB MOCRT NOV20,NA,NA,Bunge           ,Bunge                                                                           ,Carlton and Riverfront                                                          ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3334-121""                             ",SOYB MO Caruther
SOYBBNGCRT-Z,SOYB MOCRT DEC20,NA,NA,Bunge           ,Bunge                                                                           ,Carlton and Riverfront                                                          ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3334-121""                             ",SOYB MO Caruther
SOYBBNGCRT-F,SOYB MOCRT JAN21,NA,NA,Bunge           ,Bunge                                                                           ,Carlton and Riverfront                                                          ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3334-121""                             ",SOYB MO Caruther
SOYBCGBCRT-C1,SOYB MOCRT SPOT ,0.25,2/27/2020,Cnslidated Grain,Consolidated Grain and Barge                                                    ,Pemiscott Co Port Cty Rd 337                                                    ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3590-036""                             ",SOYB MO Caruther
SOYBCGBCRT-G,SOYB MOCRT FEB20,0.25,2/27/2020,Cnslidated Grain,Consolidated Grain and Barge                                                    ,Pemiscott Co Port Cty Rd 337                                                    ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3590-036""                             ",SOYB MO Caruther
SOYBCGBCRT-H,SOYB MOCRT MAR20,0.25,2/27/2020,Cnslidated Grain,Consolidated Grain and Barge                                                    ,Pemiscott Co Port Cty Rd 337                                                    ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3590-036""                             ",SOYB MO Caruther
SOYBCGBCRT-J,SOYB MOCRT APR20,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,Pemiscott Co Port Cty Rd 337                                                    ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3590-036""                             ",SOYB MO Caruther
SOYBCGBCRT-K,SOYB MOCRT MAY20,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,Pemiscott Co Port Cty Rd 337                                                    ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3590-036""                             ",SOYB MO Caruther
SOYBCGBCRT-M,SOYB MOCRT JUN20,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,Pemiscott Co Port Cty Rd 337                                                    ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3590-036""                             ",SOYB MO Caruther
SOYBCGBCRT-N,SOYB MOCRT JUL20,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,Pemiscott Co Port Cty Rd 337                                                    ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3590-036""                             ",SOYB MO Caruther
SOYBCGBCRT-Q,SOYB MOCRT AUG20,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,Pemiscott Co Port Cty Rd 337                                                    ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3590-036""                             ",SOYB MO Caruther
SOYBCGBCRT-U,SOYB MOCRT SEP20,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,"Caruthersville, MO - 63830                                                      ",Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3590-036""                             ",SOYB MO Caruther
SOYBCGBCRT-V,SOYB MOCRT OCT20,0.05,2/27/2020,Cnslidated Grain,Consolidated Grain and Barge                                                    ,Pemiscott Co Port Cty Rd 337                                                    ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830. Phone - 573-3590-036""                              ",SOYB MO Caruther
SOYBCGBCRT-X,SOYB MOCRT NOV20,-0.16,12/16/2019,Cnslidated Grain,Consolidated Grain and Barge                                                    ,Pemiscott Co Port Cty Rd 337                                                    ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830. Phone - 573-3590-036""                              ",SOYB MO Caruther
SOYBCGBCRT-Z,SOYB MOCRT DEC20,NA,NA,Cnslidated Grain,Consolidated Grain and Barge                                                    ,Pemiscott Co Port Cty Rd 337                                                    ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3590-036""                             ",SOYB MO Caruther
SOYBCGBCRT-F,SOYB MOCRT JAN21,0.05,2/27/2020,Cnslidated Grain,Consolidated Grain and Barge                                                    ,Pemiscott Co Port Cty Rd 337                                                    ,Caruthersville  ,Soybeans        ,"""Caruthersville, MO - 63830.  Phone - 573-3590-036""                             ",SOYB MO Caruther
SOYBADMCTR-C1,SOYB MOCTR SPOT ,-0.08,2/27/2020,ADM             ,ADM                                                                             ,200 E Lamb St                                                                   ,Center          ,Soybeans        ,"""Center, MO - 63436.  Phone - 573-2673-692""                                     ",SOYB MO Center  
SOYBADMCTR-G,SOYB MOCTR FEB20,-0.08,2/27/2020,ADM             ,ADM                                                                             ,200 E Lamb St                                                                   ,Center          ,Soybeans        ,"""Center, MO - 63436.  Phone - 573-2673-692""                                     ",SOYB MO Center  
SOYBADMCTR-H,SOYB MOCTR MAR20,-0.08,2/27/2020,ADM             ,ADM                                                                             ,200 E Lamb St                                                                   ,Center          ,Soybeans        ,"""Center, MO - 63436.  Phone - 573-2673-692""                                     ",SOYB MO Center  
SOYBADMCTR-J,SOYB MOCTR APR20,-0.17,2/27/2020,ADM             ,ADM                                                                             ,200 E Lamb St                                                                   ,Center          ,Soybeans        ,"""Center, MO - 63436.  Phone - 573-2673-692""                                     ",SOYB MO Center  
SOYBADMCTR-K,SOYB MOCTR MAY20,-0.16,2/27/2020,ADM             ,ADM                                                                             ,200 E Lamb St                                                                   ,Center          ,Soybeans        ,"""Center, MO - 63436.  Phone - 573-2673-692""                                     ",SOYB MO Center  
SOYBADMCTR-M,SOYB MOCTR JUN20,-0.23,2/27/2020,ADM             ,ADM                                                                             ,200 E Lamb St                                                                   ,Center          ,Soybeans        ,"""Center, MO - 63436.  Phone - 573-2673-692""                                     ",SOYB MO Center  
SOYBADMCTR-N,SOYB MOCTR JUL20,NA,NA,ADM             ,ADM                                                                             ,200 E Lamb St                                                                   ,Center          ,Soybeans        ,"""Center, MO - 63436.  Phone - 573-2673-692""                                     ",SOYB MO Center  
SOYBADMCTR-Q,SOYB MOCTR AUG20,NA,NA,ADM             ,ADM                                                                             ,200 E Lamb St                                                                   ,Center          ,Soybeans        ,"""Center, MO - 63436.  Phone - 573-2673-692""                                     ",SOYB MO Center  
SOYBADMCTR-U,SOYB MOCTR SEP20,NA,NA,ADM             ,ADM                                                                             ,200 E Lamb St                                                                   ,Center          ,Soybeans        ,"""Center, MO - 63436.  Phone - 573-2673-692""                                     ",SOYB MO Center  
SOYBADMCTR-V,SOYB MOCTR OCT20,-0.35,2/27/2020,ADM             ,ADM                                                                             ,"Center, MO - 63436                                                              ",Center          ,Soybeans        ,"""Center, MO - 63436.  Phone - 573-2673-692""                                     ",SOYB MO Center  
SOYBADMCTR-X,SOYB MOCTR NOV20,-0.25,2/27/2020,ADM             ,ADM                                                                             ,200 E Lamb St                                                                   ,Center          ,Soybeans        ,"""Center, MO - 63436.  Phone - 573-2673-692""                                     ",SOYB MO Center  
SOYBADMCTR-Z,SOYB MOCTR DEC20,NA,NA,ADM             ,ADM                                                                             ,200 E Lamb St                                                                   ,Center          ,Soybeans        ,"""Center, MO - 63436.  Phone - 573-2673-692""                                     ",SOYB MO Center  
SOYBADMCTR-F,SOYB MOCTR JAN21,NA,NA,ADM             ,ADM                                                                             ,200 E Lamb St                                                                   ,Center          ,Soybeans        ,"""Center, MO - 63436.  Phone - 573-2673-692""                                     ",SOYB MO Center  
SOYBWCACNV-C1,SOYB MOCNV SPOT ,-0.3,2/27/2020,West Central Ag ,West Central Ag                                                                 ,S Graham St                                                                     ,Centerview      ,Soybeans        ,"""Centerview, MO - 64019.  Phone - 800-8216-345""                                 ",SOYB MO Centervi
SOYBWCACNV-G,SOYB MOCNV FEB20,-0.3,2/27/2020,West Central Ag ,West Central Ag                                                                 ,S Graham St                                                                     ,Centerview      ,Soybeans        ,"""Centerview, MO - 64019.  Phone - 800-8216-345""                                 ",SOYB MO Centervi
SOYBWCACNV-H,SOYB MOCNV MAR20,NA,NA,West Central Ag ,West Central Ag                                                                 ,S Graham St                                                                     ,Centerview      ,Soybeans        ,"""Centerview, MO - 64019.  Phone - 800-8216-345""                                 ",SOYB MO Centervi
SOYBWCACNV-J,SOYB MOCNV APR20,NA,NA,West Central Ag ,West Central Ag                                                                 ,S Graham St                                                                     ,Centerview      ,Soybeans        ,"""Centerview, MO - 64019.  Phone - 800-8216-345""                                 ",SOYB MO Centervi
SOYBWCACNV-K,SOYB MOCNV MAY20,NA,NA,West Central Ag ,West Central Ag                                                                 ,S Graham St                                                                     ,Centerview      ,Soybeans        ,"""Centerview, MO - 64019.  Phone - 800-8216-345""                                 ",SOYB MO Centervi
SOYBWCACNV-M,SOYB MOCNV JUN20,NA,NA,West Central Ag ,West Central Ag                                                                 ,S Graham St                                                                     ,Centerview      ,Soybeans        ,"""Centerview, MO - 64019.  Phone - 800-8216-345""                                 ",SOYB MO Centervi
SOYBWCACNV-N,SOYB MOCNV JUL20,NA,NA,West Central Ag ,West Central Ag                                                                 ,S Graham St                                                                     ,Centerview      ,Soybeans        ,"""Centerview, MO - 64019.  Phone - 800-8216-345""                                 ",SOYB MO Centervi
SOYBWCACNV-Q,SOYB MOCNV AUG20,NA,NA,West Central Ag ,West Central Ag                                                                 ,S Graham St                                                                     ,Centerview      ,Soybeans        ,"""Centerview, MO - 64019.  Phone - 800-8216-345""                                 ",SOYB MO Centervi
SOYBWCACNV-U,SOYB MOCNV SEP20,NA,NA,West Central Ag ,West Central Ag                                                                 ,S Graham St                                                                     ,Centerview      ,Soybeans        ,"""Centerview, MO - 64019.  Phone - 800-8216-345""                                 ",SOYB MO Centervi
SOYBWCACNV-V,SOYB MOCNV OCT20,-0.6,2/27/2020,West Central Ag ,West Central Ag                                                                 ,S Graham St                                                                     ,Centerview      ,Soybeans        ,"""Centerview, MO - 64019.  Phone - 800-8216-345""                                 ",SOYB MO Centervi
SOYBWCACNV-X,SOYB MOCNV NOV20,NA,NA,West Central Ag ,West Central Ag                                                                 ,S Graham St                                                                     ,Centerview      ,Soybeans        ,"""Centerview, MO - 64019. Phone - 800-8216-345""                                  ",SOYB MO Centervi
SOYBWCACNV-Z,SOYB MOCNV DEC20,NA,NA,West Central Ag ,West Central Ag                                                                 ,S Graham St                                                                     ,Centerview      ,Soybeans        ,"""Centerview, MO - 64019.  Phone - 800-8216-345""                                 ",SOYB MO Centervi
SOYBWCACNV-F,SOYB MOCNV JAN21,NA,NA,West Central Ag ,West Central Ag                                                                 ,S Graham St                                                                     ,Centerview      ,Soybeans        ,"""Centerview, MO - 64019.  Phone - 800-8216-345""                                 ",SOYB MO Centervi
SOYBMFACTL-C1,SOYB MOCTL SPOT ,-0.12,2/27/2020,MFA             ,MFA                                                                             ,108 Market St                                                                   ,Centralia       ,Soybeans        ,"""Centralia, MO - 65240.  Phone - 573-7635-317""                                  ",SOYB MO Centrali
SOYBMFACTL-G,SOYB MOCTL FEB20,-0.12,2/27/2020,MFA             ,MFA                                                                             ,108 Market St                                                                   ,Centralia       ,Soybeans        ,"""Centralia, MO - 65240.  Phone - 573-7635-317""                                  ",SOYB MO Centrali
SOYBMFACTL-H,SOYB MOCTL MAR20,NA,NA,MFA             ,MFA                                                                             ,108 Market St                                                                   ,Centralia       ,Soybeans        ,"""Centralia, MO - 65240.  Phone - 573-7635-317""                                  ",SOYB MO Centrali
SOYBMFACTL-J,SOYB MOCTL APR20,NA,NA,MFA             ,MFA                                                                             ,108 Market St                                                                   ,Centralia       ,Soybeans        ,"""Centralia, MO - 65240.  Phone - 573-7635-317""                                  ",SOYB MO Centrali
SOYBMFACTL-K,SOYB MOCTL MAY20,NA,NA,MFA             ,MFA                                                                             ,108 Market St                                                                   ,Centralia       ,Soybeans        ,"""Centralia, MO - 65240.  Phone - 573-7635-317""                                  ",SOYB MO Centrali
SOYBMFACTL-M,SOYB MOCTL JUN20,NA,NA,MFA             ,MFA                                                                             ,108 Market St                                                                   ,Centralia       ,Soybeans        ,"""Centralia, MO - 65240.  Phone - 573-7635-317""                                  ",SOYB MO Centrali
SOYBMFACTL-N,SOYB MOCTL JUL20,NA,NA,MFA             ,MFA                                                                             ,108 Market St                                                                   ,Centralia       ,Soybeans        ,"""Centralia, MO - 65240.  Phone - 573-7635-317""                                  ",SOYB MO Centrali
