Instrument,CF_NAME,CF_BID,CF_DATE,GEN_TEXT16,ROW80_1,ROW80_2,GN_TXT16_2,GN_TXT16_4,ROW80_3,Location
CORNSCGADR-C1,CORN ADRMO SPOT ,0.16,2/27/2020,Scoular Grain   ,Scoular Grain                                                                   ,15 Quail Run                                                                    ,Adrian          ,Corn            ,"""Adrian, MO - 64720.  Phone - 816-3807-153""                                     ",CORN MO Adrian  
CORNLAWLWN-C1,CORN MOLWN SPOT ,NA,NA,LawsonAgriServ  ,Lawson Agri Service                                                             ,624 N Penn Ave                                                                  ,Lawson          ,Corn            ,"""Lawson, MO - 64062.  Phone - 816-2963-262""                                     ",CORN MO Lawson  
CORNMFAALB-C1,CORN MOALB SPOT ,-0.3,2/27/2020,MFA             ,MFA                                                                             ,408 S Birch St                                                                  ,Albany          ,Corn            ,"""Albany, MO - 64402.  Phone - 660-7265-216""                                     ",CORN MO Albany  
CORNCEVCME-C1,CORN MOCME SPOT ,-0.12,2/27/2020,Cameron Elevator,Cameron Elevator                                                                ,102 S Walnut                                                                    ,Cameron         ,Corn            ,"""Cameron, MO - 64429.  Phone - 816-6322-124""                                    ",CORN MO Cameron 
CORNMFAATI-C1,CORN MOATI SPOT ,-0.3,2/27/2020,MFA             ,MFA                                                                             ,24395 State Hwy 6                                                               ,Gallatin        ,Corn            ,"""Gallatin, MO - 64640.  Phone - 660-6633-221""                                   ",CORN MO Gallatin
CORNMFAHAM-C1,CORN MOHAM SPOT ,0,2/27/2020,MFA             ,MFA                                                                             ,313 N. Davis St.                                                                ,Hamilton        ,Corn            ,"""Hamilton, MO - 64644.  Phone - 816-5832-128""                                   ",CORN MO Hamilton
CORNMFAPBG-C1,CORN MOPBG SPOT ,-0.3,2/27/2020,MFA             ,MFA                                                                             ,-                                                                               ,Pattonsburg     ,Corn            ,"""Pattonsburg, MO - 64670.  Phone - 660-6633-221""                                ",CORN MO Pattonsb
CORNBCTPRY-C1,CORN MOPRY SPOT ,0.1,2/27/2020,Buchheit Agri   ,Buchheit Agri                                                                   ,33 PCR 540                                                                      ,Perryville      ,Corn            ,"""Perryville, MO - 63775.  Phone - 573-5474-569""                                 ",CORN MO Perryvil
CORNADMRNL-C1,CORN MORNL SPOT ,0,2/27/2020,ADM             ,ADM                                                                             ,115 Bluff St                                                                    ,Rhineland       ,Corn            ,"""Rhineland, MO - 65069.  Phone - 573-2364-377""                                  ",CORN MO Rhinelan
CORNMFAUNV-C1,CORN MOUNV SPOT ,-0.16,2/27/2020,MFA             ,MFA                                                                             ,-                                                                               ,Unionville      ,Corn            ,"""Unionville, MO - 63565.  Phone - 660-9472-256""                                 ",CORN MO Unionvil
CORNSFSWAC-C1,CORN MOWAC SPOT ,NA,NA,SeedandFarmSup  ,Seed and Farm Supply                                                            ,375 Main St                                                                     ,Waco            ,Corn            ,"""Waco, MO - 64832.  Phone - 417-6426-123""                                       ",CORN MO Waco    
CORNCGBSCT-C1,CORN MOSCT SPOT ,0.09,2/27/2020,Cnslidated Grain,Consolidated Grain and Barge                                                    ,2133 E State Hwy                                                                ,Scott City      ,Corn            ,"""Scott City, MO - 63780.  Phone - 573-2642-411""                                 ",CORN MO Scott Ci
CORNGPLHPN-C1,CORN MOHPN SPOT ,-0.22,2/27/2020,Green Plains    ,Green Plains                                                                    ,-                                                                               ,Hopkins         ,Corn            ,"""Hopkins, MO - 64461.  Phone - 660-7783-331""                                    ",CORN MO Hopkins 
CORNRHFHRL-C1,CORN MOHRL SPOT ,0.16,2/27/2020,RothHerefordFarm,Roth Hereford Farms                                                             ,-                                                                               ,Harrisonville   ,Corn            ,"""Harrisonville, MO - 64701.  Phone - 660-6942-569""                              ",CORN MO Harrison
CORNMLBCHL-C1,CORN MOCHL SPOT ,0,2/27/2020,Milbank Mills   ,Milbank Mills                                                                   ,1 N Brunswick St                                                                ,Chillicothe     ,Corn            ,"""Chillicothe, MO - 64601.  Phone - 660-6460-183""                                ",CORN MO Chillico
CORNRCGDER-C1,CORN MODER SPOT ,0,2/27/2020,RayCarrollGrain ,Ray Carroll Grain                                                               ,-                                                                               ,Corder          ,Corn            ,"""Corder, MO - 64021.  Phone - 660-5422-745""                                     ",CORN MO Corder  
CORNNMFBIN-C1,CORN MOBIN SPOT ,-0.15,2/27/2020,Nemo Feed       ,Nemo Feed                                                                       ,RR 1 Box 26A                                                                    ,Baring          ,Corn            ,"""Baring, MO - 63531.  Phone - 660-8924-070""                                     ",CORN MO Baring  
CORNGGFALB-C1,CORN MOALB SPOT ,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,805 Mill St                                                                     ,Albany          ,Corn            ,"""Albany, MO - 64402.  Phone - 660-7263-919""                                     ",CORN MO Albany  
CORNGGFBTH-C1,CORN MOBTH SPOT ,-0.35,2/26/2020,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,31019 E 260th Ave                                                               ,Bethany         ,Corn            ,"""Bethany, MO - 64424.  Phone - 660-4253-733""                                    ",CORN MO Bethany 
CORNMFABTH-C1,CORN MOBTH SPOT ,-0.3,2/27/2020,MFA             ,MFA                                                                             ,1201 N 25th St                                                                  ,Bethany         ,Corn            ,"""Bethany, MO - 64424.  Phone - 660-4257-045""                                    ",CORN MO Bethany 
CORNLATLRP-C1,CORN MOLRP SPOT ,0.06,2/27/2020,Lathrop Feed    ,Lathrop Feed and Grain                                                          ,402 Locust                                                                      ,Lathrop         ,Corn            ,"""Lathrop, MO - 64465.  Phone - 816-5284-255""                                    ",CORN MO Lathrop 
CORNMFASHE-C1,CORN MOSHE SPOT ,-0.25,2/27/2020,MFA             ,MFA                                                                             ,200 W Chestnut                                                                  ,Shelbina        ,Corn            ,"""Shelbina, MO - 63468.  Phone - 573-5887-847""                                   ",CORN MO Shelbina
CORNMFALNC-C1,CORN MOLNC SPOT ,NA,NA,MFA             ,MFA                                                                             ,Hwy 63 N                                                                        ,Lancaster       ,Corn            ,"""Lancaster, MO - 63548.  Phone - 660-4573-728""                                  ",CORN MO Lancaste
CORNCHNCLE-C1,CORN MOCLE SPOT ,-0.04,2/27/2020,Chinn Feed Mill ,Chinn Feed Mill                                                                 ,1058 Hwy 36                                                                     ,Clarence        ,Corn            ,"""Clarence, MO - 63437.  Phone - 660-6993-865""                                   ",CORN MO Clarence
CORNURSCNT-C1,CORN MOCNT SPOT ,-0.05,2/27/2020,UrsaFarmersCoop ,Ursa Farmers Coop                                                               ,307 Elm Street                                                                  ,Canton          ,Corn            ,"""Canton, MO - 63435.  Phone - 573-2880-311""                                     ",CORN MO Canton  
CORNGGFERR-C1,CORN MOERR SPOT ,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,105 S. High St                                                                  ,Stanberry       ,Corn            ,"""Stanberry, MO - 64489.  Phone - 660-7832-700""                                  ",CORN MO Stanberr
CORNGGFAIT-C1,CORN MOAIT SPOT ,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,101 Main St                                                                     ,Maitland        ,Corn            ,"""Maitland, MO - 64466.  Phone - 660-7832-700""                                   ",CORN MO Maitland
CORNGGFRAV-C1,CORN MORAV SPOT ,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,113 E Hawk                                                                      ,Ravenwood       ,Corn            ,"""Ravenwood, MO - 64479.  Phone - 660-9373-151""                                  ",CORN MO Ravenwoo
CORNURSWYL-C1,CORN MOWYL SPOT ,-0.11,2/27/2020,UrsaFarmersCoop ,Ursa Farmers Coop                                                               ,112 W Des Moines St                                                             ,Wayland         ,Corn            ,"""Wayland, MO - 63472.  Phone - 660-7546-417""                                    ",CORN MO Wayland 
CORNGGFSTJ-C1,CORN MOSTJ SPOT ,NA,NA,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,1901 S 6th St                                                                   ,St Joseph       ,Corn            ,"""St Joseph, MO - 64501.  Phone - 816-2328-555""                                  ",CORN MO St Josep
CORNSFSLIB-C1,CORN MOLIB SPOT ,NA,NA,SeedandFarmSup  ,Seed and Farm Supply                                                            ,1246 W Highway K                                                                ,Liberal         ,Corn            ,"""Liberal, MO - 64762.  Phone - 417-8436-465""                                    ",CORN MO Liberal 
CORNGGFBTH2-C1,CORN MOBTH SPOT ,-0.25,2/26/2020,Gage Fertilizer ,Gage Fertilizer and Grain                                                       ,19765 West 320th St                                                             ,Bethany         ,Corn            ,"""Bethany, MO - 64424.  Phone - 660-4256-343""                                    ",CORN MO Bethany 
CORNMMEMBN-C1,CORN MOMBN SPOT ,0.12,2/3/2020,MidMissouriEnrgy,Mid-Missouri Energy                                                             ,15311 N. Saline 65 Hwy.                                                         ,Malta Bend      ,Corn            ,"""Malta Bend, MO - 65339.  Phone - 888-6632-676""                                 ",CORN MO Malta Be
CORNMWIDRF-C1,CORN MODRF SPOT ,-0.09,2/27/2020,Midwest Fert Inc,Midwest Fertilizer Inc                                                          ,201 S Walnut                                                                    ,Deerfield       ,Corn            ,"""Deerfield, MO - 64741.  Phone - 417-9667-303""                                  ",CORN MO Deerfiel
CORNMWIDRZ-C1,CORN MODRZ SPOT ,0.04,2/27/2020,Midwest Fert Inc,Midwest Fertilizer Inc                                                          ,123 W. Main                                                                     ,Drexel          ,Corn            ,"""Drexel, MO - 64742.  Phone - 816-6572-111""                                     ",CORN MO Drexel  
CORNMWIHRW-C1,CORN MOHRW SPOT ,-0.05,2/27/2020,Midwest Fert Inc,Midwest Fertilizer Inc                                                          ,172 S. Brown St                                                                 ,Harwood         ,Corn            ,"""Harwood, MO - 64750.  Phone - 417-4323-193""                                    ",CORN MO Harwood 
CORNMWIMEZ-C1,CORN MOMEZ SPOT ,-0.1,2/27/2020,Midwest Fert Inc,Midwest Fertilizer Inc                                                          ,154 S. Main                                                                     ,Metz            ,Corn            ,"""Metz, MO - 64765.  Phone - 417-4843-212""                                       ",CORN MO Metz    
CORNADMMTM-C1,CORN MOMTM SPOT ,-0.02,2/27/2020,ADM             ,ADM                                                                             ,320 Short St                                                                    ,Montgomery City ,Corn            ,"""Montgomery City, MO - 63361.  Phone - 573-5642-089""                            ",CORN MO Montgome
